Species,decimalLatitude,decimalLongitude,year,month,basisOfRecord
Elk,37.351949,-107.062021,2022,1,HUMAN_OBSERVATION
Elk,40.375801,-105.509082,2022,1,HUMAN_OBSERVATION
Elk,37.323569,-107.033815,2022,1,HUMAN_OBSERVATION
Elk,40.305887,-105.102889,2022,1,HUMAN_OBSERVATION
Elk,37.256572,-107.035972,2022,1,HUMAN_OBSERVATION
Elk,39.711195,-105.298325,2022,1,HUMAN_OBSERVATION
Elk,39.072501,-105.963093,2022,1,HUMAN_OBSERVATION
Elk,40.381608,-105.125813,2022,1,HUMAN_OBSERVATION
Elk,37.290521,-107.01701,2022,1,HUMAN_OBSERVATION
Elk,37.310666,-107.106645,2022,1,HUMAN_OBSERVATION
Elk,37.262758,-107.17309,2022,1,HUMAN_OBSERVATION
Elk,37.333464,-107.120842,2022,1,HUMAN_OBSERVATION
Elk,37.207541,-107.1214,2022,1,HUMAN_OBSERVATION
Elk,40.377948,-105.512995,2022,1,HUMAN_OBSERVATION
Elk,37.343027,-107.084275,2022,1,HUMAN_OBSERVATION
Elk,38.477062,-107.129475,2022,1,HUMAN_OBSERVATION
Elk,37.361463,-107.161515,2022,1,HUMAN_OBSERVATION
Elk,37.376996,-107.095952,2022,2,HUMAN_OBSERVATION
Elk,39.954008,-105.342227,2022,2,HUMAN_OBSERVATION
Elk,39.962216,-105.339926,2022,2,HUMAN_OBSERVATION
Elk,39.79322,-105.352783,2022,2,HUMAN_OBSERVATION
Elk,39.963866,-105.339587,2022,2,HUMAN_OBSERVATION
Elk,39.961354,-105.339877,2022,2,HUMAN_OBSERVATION
Elk,39.952545,-105.33975,2022,2,HUMAN_OBSERVATION
Elk,39.953393,-105.340928,2022,2,HUMAN_OBSERVATION
Elk,39.963011,-105.339501,2022,2,HUMAN_OBSERVATION
Elk,39.95389,-105.340829,2022,2,HUMAN_OBSERVATION
Elk,39.952712,-105.965269,2022,2,HUMAN_OBSERVATION
Elk,39.735954,-105.214902,2022,2,HUMAN_OBSERVATION
Elk,37.256511,-107.037378,2022,2,HUMAN_OBSERVATION
Elk,37.314988,-107.151241,2022,2,HUMAN_OBSERVATION
Elk,37.205278,-107.14284,2022,2,HUMAN_OBSERVATION
Elk,39.604225,-106.516515,2022,2,HUMAN_OBSERVATION
Elk,40.378462,-105.538055,2022,2,HUMAN_OBSERVATION
Elk,37.244865,-107.083795,2022,2,HUMAN_OBSERVATION
Elk,37.200972,-107.096466,2022,2,HUMAN_OBSERVATION
Elk,40.515803,-105.250971,2022,3,HUMAN_OBSERVATION
Elk,40.344451,-105.68573,2022,3,HUMAN_OBSERVATION
Elk,39.645696,-106.830149,2022,3,HUMAN_OBSERVATION
Elk,40.376083,-105.486022,2022,3,HUMAN_OBSERVATION
Elk,38.053517,-106.178437,2022,3,HUMAN_OBSERVATION
Elk,40.376033,-105.48568,2022,3,HUMAN_OBSERVATION
Elk,40.377201,-105.521665,2022,3,HUMAN_OBSERVATION
Elk,39.411472,-105.072647,2022,3,HUMAN_OBSERVATION
Elk,39.411962,-105.072852,2022,3,HUMAN_OBSERVATION
Elk,37.583735,-104.952502,2022,3,HUMAN_OBSERVATION
Elk,37.583435,-104.952395,2022,3,HUMAN_OBSERVATION
Elk,37.265246,-107.026138,2022,3,HUMAN_OBSERVATION
Elk,39.749834,-105.272592,2022,3,HUMAN_OBSERVATION
Elk,37.245915,-107.127569,2022,3,HUMAN_OBSERVATION
Elk,37.261365,-107.11603,2022,3,HUMAN_OBSERVATION
Elk,38.29773,-107.77273,2022,3,HUMAN_OBSERVATION
Elk,37.247628,-107.029576,2022,3,HUMAN_OBSERVATION
Elk,37.237682,-107.014839,2022,3,HUMAN_OBSERVATION
Elk,39.203247,-105.988533,2022,4,HUMAN_OBSERVATION
Elk,37.85093,-105.311058,2022,4,HUMAN_OBSERVATION
Elk,37.973701,-105.209406,2022,4,HUMAN_OBSERVATION
Elk,40.369219,-105.5317,2022,4,HUMAN_OBSERVATION
Elk,37.392222,-105.37,2022,4,HUMAN_OBSERVATION
Elk,40.373994,-105.494274,2022,4,HUMAN_OBSERVATION
Elk,40.380542,-105.599961,2022,4,HUMAN_OBSERVATION
Elk,40.387016,-105.52117200000001,2022,4,HUMAN_OBSERVATION
Elk,40.368266,-105.538147,2022,4,HUMAN_OBSERVATION
Elk,40.373073,-105.505093,2022,4,HUMAN_OBSERVATION
Elk,40.44867,-105.203613,2022,4,HUMAN_OBSERVATION
Elk,40.369716,-105.532616,2022,4,HUMAN_OBSERVATION
Elk,40.366668,-105.575614,2022,4,HUMAN_OBSERVATION
Elk,40.394812,-105.616008,2022,4,HUMAN_OBSERVATION
Elk,40.423088,-105.162266,2022,4,HUMAN_OBSERVATION
Elk,40.898682,-106.257171,2022,4,HUMAN_OBSERVATION
Elk,40.373001,-105.524021,2022,4,HUMAN_OBSERVATION
Elk,37.005147,-102.136548,2022,4,HUMAN_OBSERVATION
Elk,40.361692,-105.703175,2022,4,HUMAN_OBSERVATION
Elk,37.915892,-104.934804,2022,4,HUMAN_OBSERVATION
Elk,39.59553,-105.250892,2022,5,HUMAN_OBSERVATION
Elk,39.639296,-105.316869,2022,5,HUMAN_OBSERVATION
Elk,37.155969,-106.426697,2022,5,HUMAN_OBSERVATION
Elk,37.806377,-105.242066,2022,5,HUMAN_OBSERVATION
Elk,40.233003,-105.174706,2022,5,HUMAN_OBSERVATION
Elk,40.340583,-105.530214,2022,5,HUMAN_OBSERVATION
Elk,39.129836,-104.812303,2022,5,HUMAN_OBSERVATION
Elk,39.636967,-105.261538,2022,5,HUMAN_OBSERVATION
Elk,40.34943,-105.577055,2022,5,HUMAN_OBSERVATION
Elk,37.031267,-102.921506,2022,5,HUMAN_OBSERVATION
Elk,40.386825,-105.609499,2022,5,HUMAN_OBSERVATION
Elk,37.925674,-107.159433,2022,5,HUMAN_OBSERVATION
Elk,40.394945,-105.616172,2022,5,HUMAN_OBSERVATION
Elk,40.375093,-105.592458,2022,5,HUMAN_OBSERVATION
Elk,40.365198,-105.582155,2022,5,HUMAN_OBSERVATION
Elk,40.371403,-105.549622,2022,5,HUMAN_OBSERVATION
Elk,40.3765,-105.542891,2022,5,HUMAN_OBSERVATION
Elk,40.385773,-105.557144,2022,5,HUMAN_OBSERVATION
Elk,40.389754,-105.462879,2022,5,HUMAN_OBSERVATION
Elk,40.36382,-105.5838,2022,5,HUMAN_OBSERVATION
Elk,40.371159,-105.599884,2022,5,HUMAN_OBSERVATION
Elk,37.357697,-106.467485,2022,5,HUMAN_OBSERVATION
Elk,40.36395,-105.545608,2022,5,HUMAN_OBSERVATION
Elk,38.72448,-106.085838,2022,5,HUMAN_OBSERVATION
Elk,40.359092,-105.589363,2022,5,HUMAN_OBSERVATION
Elk,40.346742,-105.579308,2022,5,HUMAN_OBSERVATION
Elk,37.552412,-104.958707,2022,5,HUMAN_OBSERVATION
Elk,40.369114,-105.570488,2022,5,HUMAN_OBSERVATION
Elk,40.372013,-105.606514,2022,5,HUMAN_OBSERVATION
Elk,40.358958,-105.597331,2022,5,HUMAN_OBSERVATION
Elk,37.178995,-106.444966,2022,5,HUMAN_OBSERVATION
Elk,40.656875,-107.242992,2022,5,HUMAN_OBSERVATION
Elk,40.370879,-105.61023,2022,5,HUMAN_OBSERVATION
Elk,40.369158,-105.569892,2022,5,HUMAN_OBSERVATION
Elk,40.366813,-105.57737,2022,5,HUMAN_OBSERVATION
Elk,39.141578,-106.001647,2022,5,HUMAN_OBSERVATION
Elk,40.36977,-105.614311,2022,5,HUMAN_OBSERVATION
Elk,40.400608,-105.626725,2022,5,HUMAN_OBSERVATION
Elk,40.368877,-105.617409,2022,5,HUMAN_OBSERVATION
Elk,40.372906,-105.614845,2022,5,HUMAN_OBSERVATION
Elk,40.36862,-105.616476,2022,5,HUMAN_OBSERVATION
Elk,40.354667,-105.63433,2022,5,HUMAN_OBSERVATION
Elk,40.373196,-105.615784,2022,5,HUMAN_OBSERVATION
Elk,40.352633,-105.615669,2022,5,HUMAN_OBSERVATION
Elk,40.403774,-105.626717,2022,5,HUMAN_OBSERVATION
Elk,39.202374,-106.942606,2022,5,HUMAN_OBSERVATION
Elk,40.356228,-105.703648,2022,5,HUMAN_OBSERVATION
Elk,40.334888,-105.525833,2022,5,HUMAN_OBSERVATION
Elk,37.178985,-106.445126,2022,5,HUMAN_OBSERVATION
Elk,39.772644,-105.153641,2022,5,HUMAN_OBSERVATION
Elk,37.634797,-105.591063,2022,5,HUMAN_OBSERVATION
Elk,40.43195,-105.340592,2022,6,HUMAN_OBSERVATION
Elk,40.325958,-105.601745,2022,6,HUMAN_OBSERVATION
Elk,40.394386,-105.844597,2022,6,HUMAN_OBSERVATION
Elk,39.616537,-105.229963,2022,6,HUMAN_OBSERVATION
Elk,40.380079,-105.50082,2022,6,HUMAN_OBSERVATION
Elk,40.327133,-105.580276,2022,6,HUMAN_OBSERVATION
Elk,40.411826,-105.724095,2022,6,HUMAN_OBSERVATION
Elk,40.387663,-105.522791,2022,6,HUMAN_OBSERVATION
Elk,40.410256,-105.6367,2022,6,HUMAN_OBSERVATION
Elk,40.422435,-105.751527,2022,6,HUMAN_OBSERVATION
Elk,39.657493,-105.362767,2022,6,HUMAN_OBSERVATION
Elk,40.343031,-105.597253,2022,6,HUMAN_OBSERVATION
Elk,40.263019,-105.839119,2022,6,HUMAN_OBSERVATION
Elk,40.391402,-105.650506,2022,6,HUMAN_OBSERVATION
Elk,40.388473,-105.620307,2022,6,HUMAN_OBSERVATION
Elk,40.376678,-105.497889,2022,6,HUMAN_OBSERVATION
Elk,40.323555,-105.017844,2022,6,HUMAN_OBSERVATION
Elk,40.298106,-105.62041,2022,6,HUMAN_OBSERVATION
Elk,40.411963,-105.724091,2022,6,HUMAN_OBSERVATION
Elk,40.865338,-105.780347,2022,6,HUMAN_OBSERVATION
Elk,40.424022,-105.808589,2022,6,HUMAN_OBSERVATION
Elk,40.310144,-105.638494,2022,6,HUMAN_OBSERVATION
Elk,40.329778,-105.601822,2022,6,HUMAN_OBSERVATION
Elk,40.378845,-105.506517,2022,6,HUMAN_OBSERVATION
Elk,40.374256,-105.522611,2022,6,HUMAN_OBSERVATION
Elk,40.362865,-105.582993,2022,6,HUMAN_OBSERVATION
Elk,40.378167,-105.508592,2022,6,HUMAN_OBSERVATION
Elk,40.409271,-105.636669,2022,6,HUMAN_OBSERVATION
Elk,40.41029,-105.633888,2022,6,HUMAN_OBSERVATION
Elk,39.682697,-105.609493,2022,6,HUMAN_OBSERVATION
Elk,40.342793,-105.683639,2022,6,HUMAN_OBSERVATION
Elk,40.340192,-105.597335,2022,6,HUMAN_OBSERVATION
Elk,40.402827,-105.614855,2022,6,HUMAN_OBSERVATION
Elk,40.404823,-105.599037,2022,6,HUMAN_OBSERVATION
Elk,39.456025,-106.99727,2022,6,HUMAN_OBSERVATION
Elk,40.334342,-105.502429,2022,6,HUMAN_OBSERVATION
Elk,40.3384,-105.574372,2022,6,HUMAN_OBSERVATION
Elk,40.402843,-105.614496,2022,6,HUMAN_OBSERVATION
Elk,40.003104,-105.515345,2022,6,HUMAN_OBSERVATION
Elk,40.336579,-105.572717,2022,6,HUMAN_OBSERVATION
Elk,40.340795,-105.604845,2022,6,HUMAN_OBSERVATION
Elk,40.370505,-105.690895,2022,6,HUMAN_OBSERVATION
Elk,40.401093,-105.626945,2022,6,HUMAN_OBSERVATION
Elk,40.403786,-105.627807,2022,6,HUMAN_OBSERVATION
Elk,40.318606,-105.846025,2022,6,HUMAN_OBSERVATION
Elk,40.375581,-105.52168,2022,6,HUMAN_OBSERVATION
Elk,40.322225,-105.53157,2022,6,HUMAN_OBSERVATION
Elk,40.394325,-105.654353,2022,6,HUMAN_OBSERVATION
Elk,40.330919,-105.554125,2022,6,HUMAN_OBSERVATION
Elk,40.410392,-105.641288,2022,6,HUMAN_OBSERVATION
Elk,39.590094,-105.278013,2022,6,HUMAN_OBSERVATION
Elk,40.404122,-105.620111,2022,6,HUMAN_OBSERVATION
Elk,40.314788,-105.41577,2022,6,HUMAN_OBSERVATION
Elk,39.114019,-106.389403,2022,6,HUMAN_OBSERVATION
Elk,37.4796,-108.118,2022,6,HUMAN_OBSERVATION
Elk,40.394278,-105.844739,2022,6,HUMAN_OBSERVATION
Elk,40.371224,-105.52333900000001,2022,6,HUMAN_OBSERVATION
Elk,40.336797,-105.503959,2022,6,HUMAN_OBSERVATION
Elk,40.438356,-105.759894,2022,6,HUMAN_OBSERVATION
Elk,38.937239,-105.199894,2022,6,HUMAN_OBSERVATION
Elk,40.348812,-105.657045,2022,7,HUMAN_OBSERVATION
Elk,40.378363,-105.527018,2022,7,HUMAN_OBSERVATION
Elk,40.362872,-105.543608,2022,7,HUMAN_OBSERVATION
Elk,40.399628,-105.710205,2022,7,HUMAN_OBSERVATION
Elk,39.903664,-105.62622,2022,7,HUMAN_OBSERVATION
Elk,40.367425,-105.528927,2022,7,HUMAN_OBSERVATION
Elk,39.241249,-106.895911,2021,1,HUMAN_OBSERVATION
Elk,37.257995,-107.107532,2021,1,HUMAN_OBSERVATION
Elk,37.939034,-107.811827,2021,1,HUMAN_OBSERVATION
Elk,39.953036,-105.465749,2021,1,HUMAN_OBSERVATION
Elk,40.407692,-105.060757,2021,1,HUMAN_OBSERVATION
Elk,39.533139,-107.651461,2021,1,HUMAN_OBSERVATION
Elk,40.498342,-107.04771,2021,1,HUMAN_OBSERVATION
Elk,39.729559,-105.215127,2021,2,HUMAN_OBSERVATION
Elk,40.385768,-105.606388,2021,2,HUMAN_OBSERVATION
Elk,39.524588,-105.093605,2021,2,HUMAN_OBSERVATION
Elk,39.464772,-105.090089,2021,2,HUMAN_OBSERVATION
Elk,39.524505,-105.093636,2021,2,HUMAN_OBSERVATION
Elk,40.407882,-105.158058,2021,2,HUMAN_OBSERVATION
Elk,37.253694,-107.144902,2021,2,HUMAN_OBSERVATION
Elk,39.955412,-105.353094,2021,2,HUMAN_OBSERVATION
Elk,39.52615,-105.08898,2021,2,HUMAN_OBSERVATION
Elk,39.636264,-105.328856,2021,2,HUMAN_OBSERVATION
Elk,39.740488,-105.202744,2021,2,HUMAN_OBSERVATION
Elk,37.834337,-106.884083,2021,2,HUMAN_OBSERVATION
Elk,37.479544,-108.967613,2021,2,HUMAN_OBSERVATION
Elk,40.411342,-105.162903,2021,3,HUMAN_OBSERVATION
Elk,37.379059,-107.102772,2021,3,HUMAN_OBSERVATION
Elk,39.793527,-105.324166,2021,3,HUMAN_OBSERVATION
Elk,40.399197,-105.626647,2021,3,HUMAN_OBSERVATION
Elk,38.513351,-107.72226,2021,3,HUMAN_OBSERVATION
Elk,40.367512,-105.480338,2021,3,HUMAN_OBSERVATION
Elk,40.382013,-105.496247,2021,3,HUMAN_OBSERVATION
Elk,40.378721,-105.520098,2021,3,HUMAN_OBSERVATION
Elk,39.630312000000004,-106.649283,2021,3,HUMAN_OBSERVATION
Elk,40.25584,-105.290843,2021,4,HUMAN_OBSERVATION
Elk,40.367088,-105.53614,2021,4,HUMAN_OBSERVATION
Elk,40.364188,-105.551437,2021,4,HUMAN_OBSERVATION
Elk,37.220684,-107.061139,2021,4,HUMAN_OBSERVATION
Elk,40.574323,-105.565776,2021,4,HUMAN_OBSERVATION
Elk,37.682963,-105.647576,2021,4,HUMAN_OBSERVATION
Elk,38.254447,-104.609141,2021,4,HUMAN_OBSERVATION
Elk,40.37358,-105.49208,2021,4,HUMAN_OBSERVATION
Elk,40.116585,-105.183203,2021,4,HUMAN_OBSERVATION
Elk,38.017175,-104.906372,2021,4,HUMAN_OBSERVATION
Elk,39.550051,-105.782067,2021,4,HUMAN_OBSERVATION
Elk,39.945235,-105.394181,2021,4,HUMAN_OBSERVATION
Elk,40.266491,-105.288246,2021,4,HUMAN_OBSERVATION
Elk,37.520967,-107.81775,2021,4,HUMAN_OBSERVATION
Elk,39.72163,-105.210022,2021,4,HUMAN_OBSERVATION
Elk,37.383737000000004,-104.746564,2021,4,HUMAN_OBSERVATION
Elk,39.984512,-107.814505,2021,4,HUMAN_OBSERVATION
Elk,40.36554,-105.58532,2021,4,HUMAN_OBSERVATION
Elk,38.997934,-105.550849,2021,4,HUMAN_OBSERVATION
Elk,38.763979,-105.322025,2021,4,HUMAN_OBSERVATION
Elk,39.728324,-105.248108,2021,4,HUMAN_OBSERVATION
Elk,40.366497,-105.5596,2021,4,HUMAN_OBSERVATION
Elk,40.343149,-105.683639,2021,4,HUMAN_OBSERVATION
Elk,40.374838,-105.50438,2021,4,HUMAN_OBSERVATION
Elk,40.395375,-105.512262,2021,5,HUMAN_OBSERVATION
Elk,40.655429,-107.248868,2021,5,HUMAN_OBSERVATION
Elk,40.65659,-107.252061,2021,5,HUMAN_OBSERVATION
Elk,40.42438,-105.516797,2021,5,HUMAN_OBSERVATION
Elk,39.364815,-105.400688,2021,5,HUMAN_OBSERVATION
Elk,40.337986,-105.528871,2021,5,HUMAN_OBSERVATION
Elk,40.401112,-105.631589,2021,5,HUMAN_OBSERVATION
Elk,40.438995,-105.532717,2021,5,HUMAN_OBSERVATION
Elk,39.718235,-105.239574,2021,5,HUMAN_OBSERVATION
Elk,40.381106,-105.510695,2021,5,HUMAN_OBSERVATION
Elk,40.397887,-105.109208,2021,5,HUMAN_OBSERVATION
Elk,40.342513,-105.683639,2021,5,HUMAN_OBSERVATION
Elk,39.947491,-105.422701,2021,5,HUMAN_OBSERVATION
Elk,40.368373,-105.570677,2021,5,HUMAN_OBSERVATION
Elk,40.374839,-105.504095,2021,5,HUMAN_OBSERVATION
Elk,39.947504,-105.422698,2021,5,HUMAN_OBSERVATION
Elk,40.390175,-105.620232,2021,5,HUMAN_OBSERVATION
Elk,40.419166,-105.663612,2021,5,HUMAN_OBSERVATION
Elk,39.73686,-105.299785,2021,5,HUMAN_OBSERVATION
Elk,38.841858,-106.872469,2021,5,HUMAN_OBSERVATION
Elk,40.342667,-105.581812,2021,5,HUMAN_OBSERVATION
Elk,40.383596,-105.587521,2021,5,HUMAN_OBSERVATION
Elk,40.35532,-105.616013,2021,5,HUMAN_OBSERVATION
Elk,40.175836,-105.275681,2021,5,HUMAN_OBSERVATION
Elk,40.368472,-105.533675,2021,5,HUMAN_OBSERVATION
Elk,40.402389,-105.610615,2021,5,HUMAN_OBSERVATION
Elk,40.356764,-105.601876,2021,5,HUMAN_OBSERVATION
Elk,40.344533,-105.572197,2021,5,HUMAN_OBSERVATION
Elk,40.355769,-105.598063,2021,5,HUMAN_OBSERVATION
Elk,40.340528,-105.431,2021,5,HUMAN_OBSERVATION
Elk,39.695586,-105.166969,2021,5,HUMAN_OBSERVATION
Elk,40.363922,-105.584092,2021,5,HUMAN_OBSERVATION
Elk,40.38372,-105.621513,2021,5,HUMAN_OBSERVATION
Elk,40.369195,-105.567308,2021,5,HUMAN_OBSERVATION
Elk,37.794545,-104.763655,2021,5,HUMAN_OBSERVATION
Elk,40.353318,-105.587096,2021,5,HUMAN_OBSERVATION
Elk,40.392758,-105.511842,2021,5,HUMAN_OBSERVATION
Elk,40.370125,-105.475755,2021,5,HUMAN_OBSERVATION
Elk,40.363085,-105.58395,2021,5,HUMAN_OBSERVATION
Elk,40.973577,-106.577306,2021,5,HUMAN_OBSERVATION
Elk,40.399762,-105.573662,2021,5,HUMAN_OBSERVATION
Elk,40.357454,-105.613493,2021,5,HUMAN_OBSERVATION
Elk,40.337368,-105.607297,2021,5,HUMAN_OBSERVATION
Elk,40.401688,-105.586113,2021,5,HUMAN_OBSERVATION
Elk,40.342772,-105.525033,2021,5,HUMAN_OBSERVATION
Elk,40.350106,-105.606161,2021,5,HUMAN_OBSERVATION
Elk,40.370303,-105.589822,2021,5,HUMAN_OBSERVATION
Elk,40.403514,-105.592179,2021,5,HUMAN_OBSERVATION
Elk,40.654223,-107.25850199999999,2021,5,HUMAN_OBSERVATION
Elk,40.357276,-105.700377,2021,6,HUMAN_OBSERVATION
Elk,39.082778,-106.099053,2021,6,HUMAN_OBSERVATION
Elk,40.264182,-105.831345,2021,6,HUMAN_OBSERVATION
Elk,39.637863,-105.318488,2021,6,HUMAN_OBSERVATION
Elk,39.637385,-105.312184,2021,6,HUMAN_OBSERVATION
Elk,39.651169,-105.408638,2021,6,HUMAN_OBSERVATION
Elk,40.400002,-105.610001,2021,6,HUMAN_OBSERVATION
Elk,40.401763,-105.606273,2021,6,HUMAN_OBSERVATION
Elk,39.68528,-105.360639,2021,6,HUMAN_OBSERVATION
Elk,40.360633,-105.548758,2021,6,HUMAN_OBSERVATION
Elk,40.33131,-105.679453,2021,6,HUMAN_OBSERVATION
Elk,39.829274,-107.909435,2021,6,HUMAN_OBSERVATION
Elk,40.340782,-105.727553,2021,6,HUMAN_OBSERVATION
Elk,39.702113,-105.182463,2021,6,HUMAN_OBSERVATION
Elk,40.383663,-105.516962,2021,6,HUMAN_OBSERVATION
Elk,40.440275,-105.75219,2021,6,HUMAN_OBSERVATION
Elk,40.344452,-105.720062,2021,6,HUMAN_OBSERVATION
Elk,39.383538,-105.792907,2021,6,HUMAN_OBSERVATION
Elk,39.391913,-105.820495,2021,6,HUMAN_OBSERVATION
Elk,40.312838,-105.637,2021,6,HUMAN_OBSERVATION
Elk,40.374607,-105.520493,2021,6,HUMAN_OBSERVATION
Elk,40.364806,-105.850576,2021,6,HUMAN_OBSERVATION
Elk,40.319145,-105.847563,2021,6,HUMAN_OBSERVATION
Elk,40.310084,-105.665571,2021,6,HUMAN_OBSERVATION
Elk,37.89543,-107.714163,2021,6,HUMAN_OBSERVATION
Elk,40.392934,-105.847349,2021,6,HUMAN_OBSERVATION
Elk,40.320369,-105.614288,2021,6,HUMAN_OBSERVATION
Elk,40.004392,-107.824616,2021,6,HUMAN_OBSERVATION
Elk,40.263251,-105.831648,2021,6,HUMAN_OBSERVATION
Elk,40.284128,-105.665783,2021,6,HUMAN_OBSERVATION
Elk,40.417148,-105.483323,2021,6,HUMAN_OBSERVATION
Elk,40.40278,-105.612484,2021,6,HUMAN_OBSERVATION
Elk,40.406712,-105.716513,2021,6,HUMAN_OBSERVATION
Elk,40.362208,-105.855308,2021,6,HUMAN_OBSERVATION
Elk,40.365271,-105.550471,2021,6,HUMAN_OBSERVATION
Elk,40.373633,-105.853937,2021,6,HUMAN_OBSERVATION
Elk,40.353355,-105.8574,2021,6,HUMAN_OBSERVATION
Elk,40.142511,-105.104093,2021,6,HUMAN_OBSERVATION
Elk,40.35336,-105.857414,2021,6,HUMAN_OBSERVATION
Elk,40.28423,-105.665729,2021,6,HUMAN_OBSERVATION
Elk,37.942847,-107.830235,2021,6,HUMAN_OBSERVATION
Elk,40.349225,-105.567795,2021,6,HUMAN_OBSERVATION
Elk,40.349362,-105.567345,2021,6,HUMAN_OBSERVATION
Elk,40.406715,-105.627628,2021,6,HUMAN_OBSERVATION
Elk,40.319662,-105.849083,2021,6,HUMAN_OBSERVATION
Elk,38.895797,-107.214912,2021,6,HUMAN_OBSERVATION
Elk,40.3565,-105.59738,2021,6,HUMAN_OBSERVATION
Elk,40.2879,-105.84282,2021,6,HUMAN_OBSERVATION
Elk,40.442432,-105.75277,2021,6,HUMAN_OBSERVATION
Elk,40.3039,-105.844382,2021,6,HUMAN_OBSERVATION
Elk,38.876337,-106.996925,2021,6,HUMAN_OBSERVATION
Elk,40.352633,-105.857575,2021,6,HUMAN_OBSERVATION
Elk,40.341978,-105.567053,2021,6,HUMAN_OBSERVATION
Elk,40.37283,-105.523072,2021,6,HUMAN_OBSERVATION
Elk,40.325763,-105.853325,2021,6,HUMAN_OBSERVATION
Elk,40.325112,-105.853042,2021,6,HUMAN_OBSERVATION
Elk,40.32603,-105.586342,2021,6,HUMAN_OBSERVATION
Elk,40.424147,-105.808533,2021,6,HUMAN_OBSERVATION
Elk,40.365027,-105.545135,2021,6,HUMAN_OBSERVATION
Elk,40.352659,-105.857539,2021,6,HUMAN_OBSERVATION
Elk,40.343786,-105.683639,2021,6,HUMAN_OBSERVATION
Elk,40.389525,-105.521196,2021,6,HUMAN_OBSERVATION
Elk,40.398751,-105.56979,2021,6,HUMAN_OBSERVATION
Elk,40.368915,-105.591854,2021,6,HUMAN_OBSERVATION
Elk,40.368795,-105.59187,2021,6,HUMAN_OBSERVATION
Elk,40.369251,-105.568567,2021,6,HUMAN_OBSERVATION
Elk,40.32327,-105.610841,2021,6,HUMAN_OBSERVATION
Elk,40.380475,-105.474937,2021,6,HUMAN_OBSERVATION
Elk,40.410118,-105.718671,2021,6,HUMAN_OBSERVATION
Elk,40.342631,-105.605455,2021,6,HUMAN_OBSERVATION
Elk,40.445024,-106.664315,2021,6,HUMAN_OBSERVATION
Elk,40.402449,-105.711704,2021,6,HUMAN_OBSERVATION
Elk,40.402571,-105.711227,2021,6,HUMAN_OBSERVATION
Elk,40.385575,-105.523187,2021,6,HUMAN_OBSERVATION
Elk,40.377284,-105.521665,2021,6,HUMAN_OBSERVATION
Elk,40.395553,-105.712137,2021,6,HUMAN_OBSERVATION
Elk,40.395458,-105.711258,2021,6,HUMAN_OBSERVATION
Elk,40.382252,-105.498959,2021,6,HUMAN_OBSERVATION
Elk,40.42725,-105.75827,2021,6,HUMAN_OBSERVATION
Elk,40.400662,-105.848787,2021,6,HUMAN_OBSERVATION
Elk,40.27465,-105.835708,2021,6,HUMAN_OBSERVATION
Elk,40.41862,-105.842754,2021,7,HUMAN_OBSERVATION
Elk,40.380692,-105.519017,2021,7,HUMAN_OBSERVATION
Elk,40.306656,-105.640426,2021,7,HUMAN_OBSERVATION
Elk,40.395648,-105.712764,2021,7,HUMAN_OBSERVATION
Elk,40.399022,-105.668188,2021,7,HUMAN_OBSERVATION
Elk,40.434706,-105.788596,2021,7,HUMAN_OBSERVATION
Elk,40.328704,-105.670355,2021,7,HUMAN_OBSERVATION
Elk,40.395924,-105.845395,2021,7,HUMAN_OBSERVATION
Elk,40.295299,-105.656287,2021,7,HUMAN_OBSERVATION
Elk,40.004994,-105.607943,2021,7,HUMAN_OBSERVATION
Elk,37.87123,-105.32405,2021,7,HUMAN_OBSERVATION
Elk,40.373139,-105.700771,2021,7,HUMAN_OBSERVATION
Elk,40.369838,-105.853783,2021,7,HUMAN_OBSERVATION
Elk,40.433993,-105.771726,2021,7,HUMAN_OBSERVATION
Elk,40.345043,-105.573635,2021,7,HUMAN_OBSERVATION
Elk,40.369862,-105.853683,2021,7,HUMAN_OBSERVATION
Elk,40.373578,-105.489783,2021,7,HUMAN_OBSERVATION
Elk,40.353033,-105.521928,2021,7,HUMAN_OBSERVATION
Elk,40.223265,-105.561759,2021,7,HUMAN_OBSERVATION
Elk,40.422038,-105.750825,2021,7,HUMAN_OBSERVATION
Elk,40.28793,-105.287392,2021,7,HUMAN_OBSERVATION
Elk,39.40167,-104.814195,2021,7,HUMAN_OBSERVATION
Elk,38.877195,-104.87255,2021,7,HUMAN_OBSERVATION
Elk,37.43322,-106.611512,2021,7,HUMAN_OBSERVATION
Elk,40.438625,-108.470725,2021,7,HUMAN_OBSERVATION
Elk,40.341183,-105.572587,2021,7,HUMAN_OBSERVATION
Elk,40.349364,-105.700025,2021,7,HUMAN_OBSERVATION
Elk,40.42485,-105.806642,2021,7,HUMAN_OBSERVATION
Elk,40.34637,-105.698345,2021,7,HUMAN_OBSERVATION
Elk,40.340312,-105.570359,2021,7,HUMAN_OBSERVATION
Elk,40.41627,-105.745112,2021,7,HUMAN_OBSERVATION
Elk,40.44701,-105.754168,2021,7,HUMAN_OBSERVATION
Elk,40.286258,-105.665983,2021,7,HUMAN_OBSERVATION
Elk,40.39995,-105.785258,2021,7,HUMAN_OBSERVATION
Elk,39.965682,-105.928986,2021,7,HUMAN_OBSERVATION
Elk,40.425485,-105.805356,2021,7,HUMAN_OBSERVATION
